personId,中文名,职业,出生日期,外文名,国籍,出生地,代表作品,星座,主要成就,身高,:LABEL
p101,河正宇,演员，导演,1978年3月11日,Ha Jung Woo（英）하정우（韩）,韩国,韩国,恐怖直播、追击者、黄海、与罪犯的战争、国家代表、柏林、隧道、与神同行：罪与罚,双鱼座,第10届釜山影评家奖最佳男主角、第18届釜山影评家奖最佳男主角、第46届百想艺术大赏最佳男主角、第47届百想艺术大赏最佳男主角、第49届百想艺术大赏最佳男主角、、第14届釜山影评家奖最佳男主角、第5届亚洲电影大奖最佳男主角,184cm,actor
p102,张国荣,歌手、演员、音乐人,1956年9月12日,Leslie Cheung（英）、レスリーチャン（日）,中国,香港九龙,Monica、倩女幽魂、沉默是金、无心睡眠、风继续吹、当年情、追、有心人、有谁共鸣、春夏秋冬、我,处女座,美国CNN全球五大指标音乐人、香港乐坛最高荣誉金针奖首位打入韩国音乐市场的粤语歌手 柏林国际电影节评委、入选《大英百科全书》，《辞海》 、、中国电影百年百位优秀演员之一 、第十届香港电影金像奖最佳男主角 、日本影评人大奖最佳外语片男主角、十大劲歌金曲最受欢迎男歌星 、《日本电影旬报》20世纪百大外国男演员 美国CNN亚洲最伟大25位演员之一,175cm,actor
p103,尼古拉斯·凯奇,导演，演员，制片人,1964年（甲辰年）1月7日,Nicolas Cage,美国,美国 加利福利亚州 长滩,勇闯夺命岛、离开拉斯维加斯、变脸、空中监狱、战争之王、国家宝藏、魔法师的学徒,摩羯座,奥斯卡金像奖最佳男主角、金球奖最佳男演员、华鼎奖全球最佳男演员、英国学院奖最佳男主角提名,185cm,actor
p104,诺亚·艾默里奇,演员、制片,1965年02月27日,Noah Emmerich,null,美国纽约市,null,双鱼座,null,1.91 m,actor
p105,卡琳娜·卡普,演员,1980年9月21日,Kareena kapoor,印度,印度孟买,三傻大闹宝莱坞、我们一家人、猛然遇见你、难民,处女座,2011年荣获印度宝莱坞第56届电影观众奖最佳女配角,170cm,actor
p106,马丁·鲍尔萨姆,演员,1919年11月4日,Martin Balsam,美国,纽约布朗克斯区,null,null,null,null,actor
p107,拉尔夫·费因斯,演员，导演，制片人,1962年12月22日,Ralph Fiennes,英国,萨福克郡,辛德勒的名单、英国病人、公爵夫人、布达佩斯大饭店,摩羯座,第69届奥斯卡金像奖最佳男主角提名、第54届美国金球奖电影类剧情类最佳男主角提名、第66届美国金球奖电视类电视电影最佳男主角提名,null,actor
p108,艾德·哈里斯,演员、导演,1950年11月28日,Ed Harris,美国,美国新泽西州,阿波罗13号、勇闯夺命岛、楚门的世界、画家波拉克、兵临城下、美丽心灵、时时刻刻、阿帕鲁萨镇,null,四次奥斯卡提名、第70届金球奖电视类最佳男配角、第56届金球奖电影类最佳男配角、第2届美国演员工会奖最佳男配角,1.75米,actor
p109,艾丹·奎因,演员,1959年3月8日,Aidan Quinn,美国,美国,《早霜》《神秘约会》《燃情岁月》《基本演绎法》等。,双鱼座,入围艾美奖最佳男主角奖,183cm,actor
p110,莱昂纳多·迪卡普里奥,演员、制片人,1974年11月11日,Leonardo DiCaprio,美国(俄裔),洛杉矶,罗密欧与朱丽叶、泰坦尼克号、猫鼠游戏、飞行家、血钻、禁闭岛、盗梦空间、华尔街之狼、荒野猎人,天蝎座,三届美国电影电视金球奖最佳男主角奖、第88届奥斯卡金像奖最佳男主角奖、第47届柏林国际电影节最佳男主角奖、第69届英国电影学院奖最佳男主角奖、第22届美国演员工会奖最佳男主角奖,183cm,actor
p111,鲍勃·冈顿,演员和导演,1945年11月15日,Robert Patrick Gunton Jr.,美国,"美国,加利福尼亚,圣莫尼卡",《肖申克的救赎》、《蝙蝠》、《神探飞机头Ⅱ》、《死寂》、《完美风暴》,null,null,null,actor
p112,杰伊·巴鲁切尔,演员,1982年4月9日,Jay Baruchel,null,加拿大渥太华,《巫师学徒The Sorcerer's Apprentice 》等,null,null,null,actor
p113,海伦娜·伯翰·卡特,演员,1966年5月26日,Helena Bonham Carter,英国,"英国,伦敦,戈尔德斯格林",《鸽之翼》《搏击俱乐部》《理发师陶德》《哈利·波特》《爱丽丝梦游仙境》《国王的演讲》,双子座,第83届奥斯卡奖最佳女配角提名、第70届奥斯卡奖最佳女主角提名,157cm,actor
p114,阿沙·巴特菲尔德,演员,1997年4月1日,Asa Butterfield,英国,英国伦敦伊斯灵顿,雨果、安德的游戏、佩小姐的奇幻城堡,白羊座,2009年提名青年艺人大奖合拍片最佳年轻男演员、2012年提名青年艺人大奖最佳电影年轻男主角、2014年提名土星奖最佳年轻男演员,183cm,actor
p115,丽芙·泰勒,演员，模特,1977年7月1日,Liv Tyler,美国,"美国,纽约",《指环王》三部曲、《无敌浩克》、《世界末日》、《偷香》,巨蟹座,北美广播影评人协会奖最佳群戏、青少年选择奖最佳剧情/动作冒险电影女演员,178cm,actor
p116,黎明,歌手、演员、慈善事业工作者,1966年12月11日,Leon Lai Ming,中国,北京,相逢在雨中、今夜你会不会来、全日爱、心在跳、梅兰芳、甜蜜蜜、大城小事、玻璃之城、三更之回家,射手座,获颁铜紫荆星章、荣誉勋章四届劲歌金曲金奖两届十大劲歌金曲最受欢迎男歌星奖、七届叱咤乐坛流行榜男歌手奖2金1银4铜、三届十大中文金曲全球华人至尊金曲大奖、、三座四台联颁音乐大奖（2座大碟，1座歌手奖）、台湾电影金马奖最佳男主角奖、长春国际电影节最佳男主角奖、哈尔滨冰雪电影节杰出贡献奖、3届叱咤乐坛流行榜我最喜爱男歌手（97.98.99）、联合国儿会国际大使UNICEF总部颁发特使领使级联合国护照金马奖最佳原创电影歌曲奖、6座音乐录音带导演奖、中国原创音乐流行榜全球华人最杰出全能艺人、迈克尔杰克逊演唱会嘉宾、金像奖最佳原创电影歌曲奖,180cm,actor
p117,苏拉·沙玛,演员,1993年3月21日,Suraj Sharma,印度,新德里,少年派的奇幻漂流、百万金臂,白羊座,第66届英国电影和电视艺术学院奖最佳新星奖（提名）、第39届土星奖-最佳年轻演员奖,175cm,actor
p118,比尔·奈伊,演员,1949年12月12日,Bill Nighy,英国,英国·英格兰·萨里郡·凯特勒姆,《黑夜传说》、《黑夜传说3》、《全面回忆》,射手座,null,1.84米,actor
p119,黄渤,演员，导演，歌手,1974年8月26日,Bo Huang,中国,山东青岛,冰之下、一出好戏、疯狂的外星人、疯狂的赛车、斗牛、杀生、心花路放、亲爱的、民兵葛二蛋、锋刃,处女座,第46届台湾电影金马奖最佳男主角奖、第20届上海国际电影节最佳男演员奖、两届北京大学生电影节最佳男演员奖、中国电影导演协会年度男演员、第19届华鼎奖最佳男主角、中国电影表演艺术学会金凤凰奖第8届亚洲电影大奖最佳男配角奖,172cm,actor
p120,伊莱贾·伍德,演员、DJ,1981年1月28日,Elijah Jordan Wood,美国,美国爱荷华州,魔戒三部曲、深度谜案、罪恶之城、美丽心灵的永恒阳光,水瓶座,帝国杂志大奖最佳男主角奖、美国演员工会奖 最佳电影演员奖、Best Actor Of All Time Award'、土星奖最佳男演员,null,actor
p121,埃里·瓦拉赫,演员,1915年12月7日,Eli Wallach,美国,"美国,纽约,布鲁克林",《娇娃春情》《罂栗也是花》,null,第83届(2011)奥斯卡荣誉奖,null,actor
p122,罗伯特·泰勒,演员,1911年8月5日,Robert Taylor,美国,美国，内布拉斯加州,茶花女、魂断蓝桥、劫后英雄传,狮子座,好莱坞30年代最完美侧颜男星、40年代银幕上最受欢迎的浪漫情人、第11届金球奖最受欢迎的男演员,182.5cm,actor
p123,克里斯·奥唐纳,演员、制片,1970年6月26日,Chris O'Donnell,美国,"美国,伊利诺伊州,温内特卡",闻香识女人、男人止步、海军罪案调查处：洛杉矶,巨蟹座,null,178cm,actor
p124,郑有美,演员,1983年1月18日,정유미、Jung yumi,韩国,null,釜山行、熔炉、恋爱的发现、我们善熙、玉熙的电影,摩羯座,第20届韩国釜日电影奖最佳女主角奖、第14届釜山影评家奖最佳女主角奖、第33届黄金摄影奖最佳女演员奖、第27届韩国青龙电影奖最佳女配角奖、第42届韩国百想艺术大赏电影部门最佳新人女演员奖、、2014年KBS演技大赏迷你剧部门女子优秀演技奖,163cm,actor
p125,詹妮弗·康纳利,演员,1970年12月12日,Jennifer Lynn Connelly,美国,美国纽约州卡茨基尔,美丽心灵、美国往事、梦之安魂曲、血钻,射手座,第74届奥斯卡金像奖最佳女配角、第59届美国电影电视金球奖最佳女配角、第55届英国电影学院奖最佳女配角,175cm,actor
p126,井川比佐志,电影演员,1936年11月17日,null,日本,沈阳,《嗤笑伊右卫门》,null,null,null,actor
p127,玛丽·布奈尔,演员,1964-05-27,Marie Bunel,null,"法国,上塞纳省",null,双子座,null,null,actor
p128,凯特·布兰切特,演员,1969年5月14日,Cate Blanchett,澳大利亚,澳大利亚维多利亚郡墨尔本,蓝色茉莉，伊丽莎白，我不在那儿，通天塔，本杰明巴顿奇事，飞行家，卡罗尔,金牛座,第77届奥斯卡最佳女配角、第86届奥斯卡最佳女主角、金球奖最佳女主角、英国电影学院奖最佳女演员、威尼斯国际电影节最佳女演员,174cm,actor
p129,威尔·史密斯,演员、歌手、制片人,1968年9月25日,Willard Christopher Smith Jr,美国,美国宾夕法尼亚州费城,拳王阿里、我是传奇、当幸福来敲门、黑衣人、绝地战警、独立日、机械公敌、全民超人汉考克,天秤座,第74届奥斯卡金像奖最佳男主角提名、第79届奥斯卡金像奖最佳男主角提名、第31届格莱美奖最佳说唱表演奖、第30届法国电影凯撒奖荣誉凯撒奖,183cm,actor
p130,三船敏郎,演员、制片人、导演,1920年4月1日,Toshirô Mifune,日本,中国山东省青岛市,用心棒、泥醉天使、罗生门、七武士、红胡子、竹取物语、战国英豪、低下层,白羊座,第30届日本电影蓝丝带奖最佳男演员奖、第30届威尼斯国际电影节最佳男演员奖、第26届威尼斯国际电影节最佳男演员奖,175cm,actor
p131,佐仓绫音,声优,1994年1月29日,佐倉 綾音（さくら あやね，Sakura Ayane）,日本,东京都,食梦者玛莉、请问您今天要来点兔子吗？、Charlotte、我的英雄学院、清恋、五等分的新娘,水瓶座,第12届声优奖 助演女优赏及主持赏,157cm,actor
p132,萨姆·沃辛顿,演员、制作人,1976年8月2日,Sam Worthington,澳大利亚,英国萨里郡哥达明镇,阿凡达、诸神之战、诸神之怒、终结者2018、一夜迷情,狮子座,第36届土星奖最佳男主角、第12届青少年选择奖最佳奇幻电影男演员提名,178cm,actor
p133,让·雷诺,演员,1948年7月30日,Jean Reno,法国,摩洛哥卡萨布兰卡,《这个杀手不太冷》《暗流》《达·芬奇密码》,狮子座,1994年凯撒奖最佳男主角提名、1995年凯撒奖最佳男主角提名、2004年法国国家勋章,191cm,actor
p134,黛安·基顿,演员,1946年1月5日,Diane Keaton,美国,美国洛杉矶,《教父》，《赤色分子》等,null,第50届奥斯卡最佳女主角奖,171厘米,actor
p135,李璟荣,演员、编剧、导演,1960年12月12日,이경영、Kyung-yong Yi,韩国,韩国忠清北道,火花 少数意见 举报者 归天图,射手座,第15届 釜山电影评价家协会奖-最佳男演员、第17届 韩国电影青龙奖-最佳新人导演奖、第32届 韩国百想艺术大赏-电影类最佳男演员奖、第33届 韩国电影大钟奖-最佳男配角奖、第52届韩国百想艺术大赏最佳男配角奖,173cm,actor
p136,吴孟达,演员；编剧,1953年01月02日,Ng Man Tat,中国,福建厦门,笑林小子、逃学威龙、破坏之王、九品芝麻官、武状元苏乞儿、食神、少林足球、流浪地球,摩羯座,第10届香港电影金像奖最佳男配角奖,175cm,actor
p137,鲍勃·彼德森,演员，编剧，导演,1969-10-11,Bob Peterson,美国,美国，夏威夷，檀香山,玩具总动员3，飞屋环游记,天秤座,null,null,actor
p138,张学友,歌手、演员,1961年7月10日,Jacky Cheung,中国,香港,如果这都不算爱丶心如刀割,巨蟹座,十大劲歌金曲最受欢迎男歌星、十大中文金曲最高荣誉金针奖台湾金曲奖最佳国语男歌手、世界音乐大奖全球销量最高华人歌手奖 香港十大杰出青年世界十大杰出青年ChannelV最受欢迎亚洲艺人、第8届香港电影金像奖最佳男配角奖、第27届台湾电影金马奖最佳男配角、第32届印度国际电影节最佳男主角,176cm,actor
p139,曾志伟,演员、导演、制片人、主持人,1953年4月14日,Eric Tsang,中国,香港,哪吒、无间道，甜蜜蜜，三岔口、何方神圣、杀手之王、五福星撞鬼、卧虎、福星闯江湖、神通乡巴佬,白羊座,第2届香港电影金紫荆奖最佳男配角奖、第11届香港电影金像奖最佳男主角 、第16届香港电影金像奖最佳男配角 、第35届台湾电影金马奖最佳男配角 、第8届中国长春电影节最佳男配角奖 、第36届香港电影金像奖最佳男配角,null,actor
p140,詹姆斯·厄尔·琼斯,演员,1931年1月17日,James Earl Jones,美国,"美国,密西西比,阿卡巴特拉",《星球大战》;《狮子王》,摩羯座,美国演员工会终身成就奖、第71届托尼奖终身戏剧成就奖 第84届奥斯卡终生成就奖,null,actor
p141,仲代达矢,演员,1932年12月13日,Tatsuya Nakadai,日本,日本东京都,《用心棒》、《人间的条件》、《影子武士》、《乱》、《忠犬八公物语》等。,null,《每日电影》最佳男主角奖,null,actor
p142,默罕默德·阿米尔·纳吉,演员,null,null,null,null,麻雀之歌,null,第58届柏林国际电影节银熊奖-最佳男演员奖,null,actor
p143,周星驰,演员、导演、编剧、监制、制片人、出品人、商人,1962年6月22日,Stephen Chow,中国,香港,赌圣、逃学威龙系列、唐伯虎点秋香、大话西游系列、喜剧之王、少林足球、功夫、长江7号,巨蟹座,获得两届香港电影金像奖最佳影片、第21届香港电影金像奖最佳导演、第21届香港电影金像奖最佳男主角、第42届台湾电影金马奖最佳导演、第42届台湾电影金马奖最佳剧情片、、第25届台湾电影金马奖最佳男配角、第28届大众电影百花奖优秀故事片、第23届香港电影评论学会大奖最佳导演、第8届香港电影评论学会大奖最佳电影、第2届香港电影评论学会大奖最佳男主角、第37届亚太电影节最佳男主角、第13届亚洲电影博览会最佳导演、获得两届香港电影金紫荆奖最佳影片、第01届香港电影金紫荆奖最佳男主角、国际杰人会港澳杰人之星等,174cm,actor
p144,雨果·维文,演员，配音，制片,1960年4月4日,Hugo Weaving,澳大利亚,尼日利亚 伊巴丹,《黑客帝国》，《魔戒》，《V字仇杀队》，《美国队长》,白羊座,澳大利亚学院奖1991、1998、2005年最佳男主角 蒙特利尔电影节最佳男主角,188cm,actor
p145,米歇尔·威廉姆斯,演员,1980年9月9日,Michelle Williams,美国,"美国,蒙大拿州,卡利斯佩尔",《断背山》《蓝色情人节》《我与梦露的一周》,处女座,第69届美国金球奖最佳女主角、第84届奥斯卡最佳女主角提名、2012年全球最美女性第7位,163cm,actor
p146,千秋实,null,1917年4月28日,Minoru Chiaki,null,日本北海道中川郡恩根内村,null,null,null,null,actor
p147,道恩·强森,摔跤手、演员、制片、配音,1972年5月2日,Dwayne Douglas Johnson,美国,加利福尼亚州海沃德市,速度与激情系列，蝎子王系列，特种部队2，末日崩塌，勇敢者游戏：决战丛林,金牛座,WWE冠军x6、洲际冠军x2、WWE双打冠军x3、2000年皇家大战优胜者,195cm,actor
p148,吴念真,导演、作家、编剧、演员、主持人,1952年8月5日,Wen-ching Wu,中国,台湾省台北县瑞芳镇,海滩的一天、老莫的第二个春天、芳草碧连天、悲情城市、多桑,null,第8届新加坡国际电影节影评人奖、第10届台湾电影金马奖最佳编剧奖（提名）、第41届台湾电视金钟奖资讯综艺类最佳主持人奖、第5届金曲奖最佳方言歌曲作词人奖、第37届台湾地区最高行政机构文化奖,null,actor
p149,劳伦斯·菲什伯恩,演员、制作人、导演、编剧,1961-07-30,Laurence Fishburne,美国,美国佐治亚州奥古斯塔,《王者之旅》、《Bobby Fischer》,狮子座,null,184cm,actor
p150,费雯·丽,演员,1913年11月5日,Vivien Leigh,英国,印度孟加拉邦大吉岭,乱世佳人、欲望号街车、魂断蓝桥、汉密尔顿夫人等,天蝎座,第12届奥斯卡金像奖最佳女主角、第24届奥斯卡金像奖最佳女主角、托尼奖最佳女主角、英国电影学院奖最佳女主角、威尼斯国际电影节最佳女主角、纽约影评人协会奖最佳女主角、好莱坞星光大道纪念星,161cm,actor
p151,娜塔莉·波特曼,演员、导演、制片人、编剧,1981年6月9日,Natalie Portman、Natalie Hershlag,美国,以色列耶路撒冷,这个杀手不太冷、V字仇杀队、黑天鹅、星球大战前传、偷心、第一夫人,双子座,第83届奥斯卡金像奖最佳女主角、第68届美国金球奖最佳女主角、第64届英国电影学院奖最佳女主角、第62届美国金球奖最佳女配角、第17届美国演员工会奖最佳女主角,160cm,actor
p152,奥兰多·布鲁姆,演员、制片人,1977年1月13日,Orlando Jonathan Blanchard Bloom,英国,"英国,英格兰,肯特郡,坎特伯雷",《魔戒三部曲》《加勒比海盗》《天国王朝》《霍比特人》,摩羯座,欧洲电影奖观众奖最佳男演员、MTV电影奖最具突破男演员、好莱坞电影奖最具突破表演奖、MTV电影奖最佳打戏,180cm,actor
p153,李·科布,演员,1911年12月8日,Lee J. Cobb,美国,null,null,null,奥斯卡奖,null,actor
p154,汤姆·克鲁斯,演员、制片人,1962年7月3日,Tom Cruise、Thomas Cruise Mapother IV,美国,纽约,壮志凌云、雨人、生于七月四日、夜访吸血鬼、甜心先生、碟中谍、木兰花、大开眼戒,巨蟹座,第62届奥斯卡奖最佳男主角提名、第69届奥斯卡奖最佳男主角提名 、第47届美国金球奖最佳男主角 、第54届美国金球奖最佳男主角,173cm,actor
p155,石田百合子,演员、配音、随笔作家,1969年10月3日,石田ゆり子、Yuriko Ishida,日本,日本爱知县名古屋市,《101次求婚》、《小孤岛大医生》,天秤座,第29届(2006)最佳女配角提名,163cm,actor
p156,让-巴蒂斯特·莫尼耶,演员，歌手,1990年12月22日,Jean·Baptiste Maunier,法国,法国瓦尔省布里尼奥勒,《放牛班的春天》、《Concerto Pour Deux Voix》,摩羯座,null,195cm,actor
p157,史蒂夫·卡瑞尔,演员,1962年8月16日,Steve Carell,美国,美国马萨诸塞州康科德市,神偷奶爸、冒牌天神2、办公室、疯狂愚蠢的爱、丹的真实生活,狮子座,第87届奥斯卡金像奖最佳男主角奖（提名）,175cm,actor
p158,童孝熙,演员,null,Hyo-hee Dong,null,null,《茶和毒药》，《爱，回家》,null,null,null,actor
p159,黛安·韦斯特,演员,1948年3月28日,Dianne Wiest,美国,美国密苏里州堪萨,《开罗紫玫瑰》《汉娜姐妹》《温馨家庭《子弹横飞百老汇》等,null,二次获得奥斯卡奖提名、二次获得奥斯卡最佳女配角奖,null,actor
p160,苏菲·玛索,演员、导演、编剧,1966年11月17日,Sophie Marceau,法国,法国巴黎,初吻、勇敢的心、芳芳、云上的日子、当爱变成习惯,天蝎座,第8届恺撒奖最佳新人女演员、第26届蒙特利尔电影节最佳导演奖,173cm,actor
p161,基努·里维斯,演员、制作人、导演,1964年9月2日,Keanu Charles Reeves,加拿大、美国、英国,黎巴嫩贝鲁特,《终极豪情》、《生死时速》、《太极侠》、《黑客帝国》系列、《疾速追杀》,处女座,第1届MTV电影奖最性感男演员、第4届MTV电影奖最佳银幕搭档、第9届MTV电影奖最佳男演员,185cm,actor
p162,凯文·科斯特纳,导演、演员、制片人,1955年1月18日,Kevin Costner,美国,美国加利福尼亚州洛杉矶,与狼共舞、完美世界、保镖、刺杀肯尼迪,摩羯座,第63届奥斯卡金像奖最佳导演奖、第63届奥斯卡金像奖最佳影片奖、第41届柏林国际电影节艺术杰出成就奖、第48届美国电影电视金球奖最佳导演奖,185cm,actor
p163,阿米尔·汗,演员，导演，制片人,1965年3月14日,Aamir Hussain Khan，عامر حسسیں خان,印度共和国,印度孟买,印度往事、三傻大闹宝莱坞、地球上的星星、幻影车神、我的个神啊、摔跤吧！爸爸、神秘巨星等,双鱼座,2002年，奥斯卡最佳外语片提名、2003年，Padma Shri奖、2010年 Padma Bhushan奖,168cm,actor
p164,塔拉吉·P·汉森,演员,1970-09-11,Taraji P. Henson,null,华盛顿,疑犯追踪，嘻哈帝国，本杰明·巴顿奇事,处女座,null,null,actor
p165,休·杰克曼,演员,1968年10月12日,Hugh Jackman/Hugh Michael Jackman,澳大利亚,澳大利亚-悉尼,《范海辛》、《X战警》系列、《金刚狼》系列、《悲惨世界》,天秤座,第70届金球奖音乐喜剧类最佳男主角奖、第85届奥斯卡金像奖最佳男主角提名、第66届英国电影学院奖最佳男主角提名、第61届圣塞巴斯蒂安国际电影节终生成就奖、第58届托尼奖最佳音乐剧男主角奖,188cm,actor
p166,李·范·克里夫,演员,1925年1月9日,Lee Van Cleef,美国,美国新泽西,迅雷禁区 纽约大逃亡 黄昏双镖客,null,奥斯卡金像奖最佳男主角,null,actor
p167,爱德华·阿斯纳,演员,1929年11月15日,Edward Asner,美国,美国，密苏里州，堪萨斯城,《玛丽·泰勒·穆尔秀》、《卢·格兰特》,天蝎座,飞屋环游记,null,actor
p168,杰拉德·巴特勒,演员，制片人,1969年11月13日,Gerard Butler,英国,苏格兰格拉斯哥,《斯巴达300》、《守法公民》、《歌剧魅影》等,天蝎座,null,188cm,actor
p169,伊尔凡·可汗,演员,1967年01月07日,Irrfan Khan/Sahabzade Irrfan Ali Khan,印度,印度-拉贾斯坦邦-斋浦尔,少年派的奇幻漂流、侏罗纪世界、午餐盒、坚强的心、地铁人生、同名同姓、起跑线,摩羯座,2011年 Padma Shri奖、2008年演员工会奖、Stardust 最佳男配角奖(提名)、2007年 Filmfare 最佳男配角奖、2003年 Filmfare 最佳反派奖、、2014年 第8届亚洲电影大奖 最佳男主角,183cm,actor
p170,迈克尔·凯恩,null,1994-02-18,Michael Cain,英格兰,英格兰,null,null,null,null,actor
p171,柳承龙,电影演员,1970年11月29日,류승룡,韩国,韩国忠清南道舒川,7号房的礼物、最终兵器、我妻子的一切、光海，成为王的男人,射手座,韩国青龙电影奖 最佳男配角奖、韩国电影大钟奖 最佳男配角奖、韩国百想艺术大赏电影部门 大奖、韩国釜日电影奖 最佳男配角奖、韩国电影大钟奖 最佳男主角奖,175CM,actor
p172,田中裕子,演员,1955年4月29日,たなか ゆうこ、Yûko Tanaka,日本,日本大阪府池田市,北斋漫画、天城山奇案、阿信、夜叉、萤火虫、火火、何时是读书天、苍穹之昴,金牛座,第5届日本电影学院奖最佳女配角、新人奖、第7届蒙特利尔国际电影节最佳女演员奖、第15届日本电影专业大奖最佳女主角奖、第15届日本评论家电影大奖最佳女主角奖、第15届中国金鸡百花电影节国际影展观众最喜爱的外国女演员、、第26届日本电影蓝丝带奖最佳女主角奖、第30届日本报知电影奖最佳女主角奖 、第60届日本每日映画大奖最佳女主角奖,160cm,actor
p173,孔刘,演员,1979年7月10日,공유（韩文）Gong Yoo（英文）,韩国,釜山广域市,熔炉、釜山行、孤单又灿烂的神-鬼怪,巨蟹座,第53届百想艺术大赏电视部门最佳男演员奖、第5届美国DramaFever大奖最佳男演员奖、2011年韩国青龙电影奖最高人气奖、2007年MBC演技大赏优秀男演员奖、2006年MBC演技大赏迷你剧演技奖、、2003年SBS演技大赏新人奖、2018年福布斯韩国名人榜”第24位 ,184cm,actor
p174,艾莉丝·布拉加,演员,1983年4月15号,Alice Braga,巴西,圣保罗,null,白羊座,null,null,actor
p175,杰夫·格尔林,演员、制片人、导演、编剧,1962-06-05,Jeff Garland,美国,伊利诺伊州芝加哥,null,双子座,null,null,actor
p176,杰森·席格尔,演员，编剧，制片人,1980年1月18日,Jason Segel,美国,美国加利福尼亚州洛杉矶,《老爸老妈的浪漫史》，《布偶大电影》,null,2000年获得青年艺人大奖电视剧最佳年轻演员群戏的提名,1.93m,actor
p177,埃琳诺·帕克,演员,1922年6月26日,Eleanor Parker,美国,美国，俄亥俄州，Cedarville,笼困、铁窗红泪等,巨蟹座,第15届威尼斯国际电影节最佳女演员奖,null,actor
p178,比尔·努恩,演员 /制片,1953年10月20日,Bill Nunn,美国,美国宾夕法尼亚州匹兹堡,《海上钢琴师》、《修女也疯狂》,天秤座,《海上钢琴师》、《堕落天使》、《修女也疯狂》等,null,actor
p179,蒂兹亚娜·罗达托,演员,1976-11-10,Tiziana Lodato,意大利,null,内陆、荣誉与崇敬,天蝎座,null,null,actor
p180,梁朝伟,演员、歌手,1962年6月27日,Tony Leung Chiu Wai,中国,中国香港,花样年华、无间道、重庆森林、色·戒、悲情城市、春光乍泄、2046、海上花、英雄、赤壁、一代宗师,巨蟹座,第53届戛纳国际电影节最佳男演员、获得五届香港电影金像奖最佳男主角、获得三届台湾电影金马奖最佳男主角、获得三届香港电影金紫荆奖最佳男主角、获得两届香港电影金像奖最佳男配角、、第02届亚洲电影大奖最佳男主角、第11届香港电影评论学会大奖最佳男主角、担任第64届柏林国际电影节主单元评委、获得十一届香港电影金像奖最佳男主角提名、获得七届台湾电影金马奖最佳男主角提名、获得两届十大劲歌金曲最受欢迎国语歌曲奖、获得两届华语电影传媒大奖最受欢迎男演员、第01届华语电影传媒大奖最佳男主角、法国艺术与文学军官勋章等,174cm,actor
p181,加布里埃尔·安瓦尔,舞蹈演员、制片人,1970年2月4日,Gabrielle Anwar,英格兰,德尔塞克斯郡,猪与珠、闻香识女人、小生护驾、豪情三剑客,水瓶座,1993年曾被Am国《人物》杂志评作全球最漂亮的50位人物之一。,null,actor
p182,伊恩·麦克莱恩,演员，编剧，制片,1939年5月25日,Ian McKellen,null,英国，米尔敦,《指环王》系列，《霍比特人》系列,双子座,第56届柏林国际电影节终身成就金熊奖、第54届美国电影电视金球奖电视类-最佳男配角,null,actor
p183,马特·达蒙,演员，制片，编剧，导演,1970年10月8日,Matt Damon,美国,美国马萨诸塞州波士顿剑桥市,心灵捕手、天才雷普利、极乐空间、谍影重重系列、无间行者、火星救援、长城,天秤座,第70届奥斯卡最佳原创剧本奖第70届奥斯卡最佳男主角提名、第82届奥斯卡最佳男配角提名、第88届奥斯卡最佳男主角提名,5英尺10英寸(178cm),actor
p184,岛本须美,声优、演员,1954年12月8日,島本 須美（しまもと すみ，Shimamoto Sumi）,日本,日本高知县,《风之谷》娜乌西卡、《相聚一刻》音无响子,射手座,null,null,actor
p185,杰克·吉伦哈尔,演员、制片,1980年12月19日,Jake Gyllenhaal,美国,"美国,加利福尼亚州,洛杉矶",《死亡幻觉》《后天》《断背山》《爱情与灵药》《源代码》《夜行者》《夜行动物》,射手座,第78届奥斯卡金像奖最佳男配角提名、两届美国电影金球奖最佳男主角提名、第59届英国电影学院奖最佳男配角获奖、两届英国电影学院奖最佳男主角提名,183cm,actor
p186,郑镇荣,演员,1964年10月16日,정진영 /Jin-yeong Jeong,韩国,首尔,王的男人、风之国、BRAIN、江南1970,天秤座,第19届韩国青龙电影奖最佳男配角奖、第36届韩国电影大钟奖最佳男配角奖、第42届韩国百想艺术大赏电影类奖项-最佳男演员奖提名、2008KBS演技大赏迷你剧类男子优秀演技赏、第33届韩国黄金摄影奖最佳男演员、、2011KBS演技大赏迷你剧类男子优秀演技赏,173cm,actor
p187,瑞安·雷诺兹,演员,1976年10月23日,Ryan Reynolds,加拿大,加拿大不列颠哥伦比亚省温哥华,《假结婚》《活埋》《死侍》《疯狂原始人》,天秤座,第25届西班牙戈雅奖最佳男演员提名、MTV电影奖最佳喜剧表演、人民选择奖最受欢迎电影超级英雄、土星奖最佳男主角提名、第43届人民选择奖最受喜爱电影男演员,188cm,actor
p188,后藤弘树,声优,1985年11月16日,後藤 ヒロキ（ごとう ヒロキ，Gotou Hiroki）,日本,日本埼玉县,null,天蝎座,null,175cm,actor
p189,克尔斯滕·邓斯特,演员,1982年4月30日,Kirsten Dunst,美国、德国,美国新泽西州波因特普莱森特,夜访吸血鬼、冰血暴第二季、蜘蛛侠3,金牛座,第64届戛纳国际电影节最佳女演员奖,170CM,actor
p190,金智英,演员，电台DJ，音乐制作人,1974年9月7日,김지영,韩国,首尔,《番茄》，《孪生兄妹》，《北京我的爱》,处女座,2006SBS演技大赏演技奖、第二十九届青龙电影节最佳女配角,163cm,actor
